# ALU comprehensive test cases
# AI-generated: I didn't feel like writing this by hand.
# Do you really expect me to write all these test cases manually?
# Format: A,B,ALUControl,expected_ALUResult,expected_Zero
# ALUControl mapping:
#  0: ADD  (A + B)
#  1: SUB  (A - B)
#  2: MUL  (A * B)
#  3: AND  (A & B)
#  4: XOR  (A ^ B)
#  5: OR   (A | B)
#  6: NOR  (~(A | B))
#  7: NEG  (-A)
#  8: SLL  (A << B[4:0])
#  9: SRL  (A >> B[4:0])
# 10: SLA  (A <<< B[4:0])
# 11: SRA  (A >>> B[4:0])
# 12: ROL  (A rotated left by B[4:0])
# 13: ROR  (A rotated right by B[4:0])
# 14: SLT  (Set Less Than, signed)
# 15: SLTU (Set Less Than, unsigned)

# --- ADD ---
# 5 + 10 = 15
# ROR(0xFFFFFFFF,1) = 0xFFFFFFFF
4294967295,1,13,4294967295,0
# ROR(0xF00,4) = 0xF0
3840,4,13,240,0
# ROR(0x80000000,31) = 0x1
2147483648,31,13,1,0
# ROR(0xAA00,8) = 0xAA
43520,8,13,170,0

# --- SLT (Set Less Than, signed) ---
# 1 < 2 = 1
1,2,14,1,0
# 2 < 1 = 0
2,1,14,0,1
# -1 < 0 = 1
-1,0,14,1,0
# 0 < -1 = 0
0,-1,14,0,1
# -5 < -2 = 1
-5,-2,14,1,0
# 100 < 100 = 0
100,100,14,0,1
# INT_MIN < INT_MAX = 1
-2147483648,2147483647,14,1,0
# INT_MAX < INT_MIN = 0
2147483647,-2147483648,14,0,1

# --- SLTU (Set Less Than Unsigned) ---
# 1 < 2 = 1
1,2,15,1,0
# 2 < 1 = 0
2,1,15,0,1
# 0xFFFFFFFF < 0 = 0
4294967295,0,15,0,1
# 0 < 0xFFFFFFFF = 1
0,4294967295,15,1,0
# 0x80000000 < 0x7FFFFFFF = 0
2147483648,2147483647,15,0,1
# 0x7FFFFFFF < 0x80000000 = 1
2147483647,2147483648,15,1,0
# 100 < 100 = 0
100,100,15,0,1
# 0 < 0 = 0
0,0,15,0,1

# --- Edge cases ---
# 0xFFFFFFFF + 0xFFFFFFFF = 0xFFFFFFFE
4294967295,4294967295,0,4294967294,0
# 0x80000000 - 0x80000000 = 0x0 (Zero)
2147483648,2147483648,1,0,1
# 0x8000 * 0x2 = 0x10000
32768,2,2,65536,0
# 0xFFFF0000 & 0xFFFF = 0x0 (Zero)
4294901760,65535,3,0,1
# 0x55555555 ^ 0x55555555 = 0x0 (Zero)
1431655765,1431655765,4,0,1
# 0xAAAAAAAA | 0x55555555 = 0xFFFFFFFF
2863311530,1431655765,5,4294967295,0
